 SNR, Ber, error1,trials,Bler1,error2,trials,Bler2,error3,trials,Bler3,error4,trials,Bler4,Throughput without HARQ,Throughput
-12.000000,0.233525,502,502,1.000000,502,502,1.000000,502,502,1.000000,502,502,1.000000,0.000000,0.000000
-11.000000,0.226767,502,502,1.000000,502,502,1.000000,502,502,1.000000,502,502,1.000000,0.000000,0.000000
-10.000000,0.221367,502,502,1.000000,502,502,1.000000,502,502,1.000000,502,502,1.000000,0.000000,0.000000
-9.000000,0.217108,502,502,1.000000,502,502,1.000000,502,502,1.000000,502,502,1.000000,0.000000,0.000000
-8.000000,0.210442,502,502,1.000000,502,502,1.000000,502,502,1.000000,502,502,1.000000,0.000000,0.000000
-7.000000,0.196158,502,502,1.000000,502,502,1.000000,502,502,1.000000,502,502,1.000000,0.000000,0.000000
-6.000000,0.188492,502,502,1.000000,502,502,1.000000,502,502,1.000000,497,502,0.990040,0.000000,0.011952
-5.000000,0.180842,502,502,1.000000,502,502,1.000000,499,502,0.994024,417,499,0.830677,0.000000,0.203187
-4.000000,0.165300,502,502,1.000000,498,502,0.992032,357,498,0.711155,90,357,0.179283,0.000000,0.984861
-3.000000,0.152408,502,502,1.000000,431,502,0.858566,108,431,0.215139,1,108,0.001992,0.000000,1.197610
-2.000000,0.113750,488,502,0.972112,41,488,0.081673,0,41,0.000000,0,0,0.000000,0.033466,1.200000
-1.000000,0.091958,436,502,0.868526,8,436,0.015936,0,8,0.000000,0,0,0.000000,0.157769,1.200000
0.000000,0.019208,129,502,0.256972,0,129,0.000000,0,0,0.000000,0,0,0.000000,0.891633,1.200000
1.000000,0.006967,58,1000,0.058000,0,58,0.000000,0,0,0.000000,0,0,0.000000,1.130400,1.200000
2.000000,0.000000,0,1000,0.000000,0,0,0.000000,0,0,0.000000,0,0,0.000000,1.200000,1.200000
